Email Address,URL,Event Type,Engagement Time (sec),Traffic Medium,Traffic Source,Date
coreyharrell@norris-brown.com,https://assetmanagement.com/about-us,Page View,300,Paid,Twitter,05-06-2024
velezedward@dean-mcmillan.com,https://assetmanagement.com/products/real-estate,Product View,74,Organic,Twitter,22-11-2024
bairdpeter@mcdanielltd.com,https://assetmanagement.com/insights/quarterly-report,Page View,117,Referral,Google,05-06-2024
rflores@mccann-johnson.com,https://assetmanagement.com/video/investment-strategies,Video View,205,Referral,Twitter,08-06-2024
xcarpenter@medinagreeneandthompson.com,https://assetmanagement.com/insights,Page View,231,Referral,Google,21-12-2024
ernestflores@ortiz-thomas.com,https://assetmanagement.com/products/etf,Product View,80,Paid,Google,06-08-2024
millersarah@brown-rodriguez.com,https://assetmanagement.com/products/esg,Product View,149,Organic,Twitter,21-07-2024
jacksonjaime@powellinc.com,https://assetmanagement.com/products/fixed-income,Product View,240,Direct,Newsletter,25-10-2024
afowler@nixongroup.com,https://assetmanagement.com/video/market-trends,Video View,184,Direct,Newsletter,17-06-2024
nhartman@garrett-campbell.com,https://assetmanagement.com/contact-us,Form Submission,212,Email,Newsletter Campaign,31-10-2024
heather68@adamsrogersandwebb.com,https://assetmanagement.com/about-us,Page View,80,Referral,Newsletter,15-08-2024
nhartman@garrett-campbell.com,https://assetmanagement.com/products/real-estate,Product View,289,Organic,Newsletter,19-12-2024
vasquezerica@stronggonzalezandmorales.com,https://assetmanagement.com/insights/quarterly-report,Page View,225,Paid,Newsletter,28-11-2024
kreed@wrightmannandcook.com,https://assetmanagement.com/video/investment-strategies,Video View,74,Paid,Google,09-06-2024
josephdavila@jackson-pope.com,https://assetmanagement.com/insights,Page View,84,Email,Newsletter Campaign,30-12-2024
michellewilliams@hodge-schmidt.com,https://assetmanagement.com/products/etf,Product View,200,Organic,Google,08-11-2024
jonesmelissa@martinez-mcmahon.com,https://assetmanagement.com/products/esg,Product View,85,Direct,Newsletter,03-11-2024
earl91@anderson-watson.com,https://assetmanagement.com/products/fixed-income,Product View,69,Referral,Newsletter,11-12-2024
joshuapark@murray-kirk.com,https://assetmanagement.com/video/market-trends,Video View,153,Organic,Twitter,11-08-2024
kaitlynblankenship@blackwellsandwalker.com,https://assetmanagement.com/contact-us,Form Submission,122,Paid,Twitter,12-09-2024
zcampbell@hill-williams.com,https://assetmanagement.com/about-us,Page View,225,Direct,Newsletter,01-07-2024
michaelbriggs@rogersgroup.com,https://assetmanagement.com/products/real-estate,Product View,34,Referral,Newsletter,20-10-2024
nicholsonapril@nashplc.com,https://assetmanagement.com/insights/quarterly-report,Page View,43,Email,Newsletter Campaign,02-09-2024
jordan57@robinsonandsons.com,https://assetmanagement.com/video/investment-strategies,Video View,277,Paid,Twitter,05-08-2024
flynnjohn@hillltd.com,https://assetmanagement.com/insights,Page View,157,Referral,Newsletter,22-10-2024
ksummers@larsonltd.com,https://assetmanagement.com/products/etf,Product View,83,Email,Newsletter Campaign,11-10-2024
wdelacruz@hillandsons.com,https://assetmanagement.com/products/esg,Product View,137,Email,Newsletter Campaign,30-10-2024
doris66@franklingroup.com,https://assetmanagement.com/products/fixed-income,Product View,125,Email,Newsletter Campaign,01-09-2024
michellewilliams@hodge-schmidt.com,https://assetmanagement.com/video/market-trends,Video View,76,Email,Newsletter Campaign,15-12-2024
ericduncan@levyinc.com,https://assetmanagement.com/contact-us,Form Submission,248,Direct,Twitter,04-07-2024
david71@harding-lee.com,https://assetmanagement.com/about-us,Page View,246,Referral,Twitter,09-12-2024
meganvaldez@evanshowellandyoung.com,https://assetmanagement.com/products/real-estate,Product View,46,Direct,Twitter,16-06-2024
ericduncan@levyinc.com,https://assetmanagement.com/insights/quarterly-report,Page View,245,Referral,Newsletter,17-08-2024
elizabethshaffer@warrengroup.com,https://assetmanagement.com/video/investment-strategies,Video View,31,Email,Newsletter Campaign,12-12-2024
daniel44@harriswoodsandjones.com,https://assetmanagement.com/insights,Page View,297,Direct,Newsletter,30-09-2024
emilyrobinson@dunnvillarrealandcastro.com,https://assetmanagement.com/products/etf,Product View,56,Paid,Twitter,07-10-2024
stephanie05@chanjamesandlawson.com,https://assetmanagement.com/products/esg,Product View,153,Paid,Google,26-10-2024
karafuentes@williamsplc.com,https://assetmanagement.com/products/fixed-income,Product View,182,Email,Newsletter Campaign,25-12-2024
wilkersongregory@smithsmithandgriffin.com,https://assetmanagement.com/video/market-trends,Video View,33,Paid,LinkedIn,25-11-2024
mallorybarajas@forbes-brooks.com,https://assetmanagement.com/contact-us,Form Submission,187,Referral,LinkedIn,05-08-2024
rebecca81@mayplc.com,https://assetmanagement.com/about-us,Page View,51,Organic,Twitter,19-10-2024
ashley99@wolfskinnerandbarrera.com,https://assetmanagement.com/products/real-estate,Product View,55,Direct,LinkedIn,28-12-2024
nguyenjames@gould-brown.com,https://assetmanagement.com/insights/quarterly-report,Page View,156,Email,Newsletter Campaign,26-11-2024
julie76@wood-frey.com,https://assetmanagement.com/video/investment-strategies,Video View,293,Referral,Newsletter,04-10-2024
leonardpotter@henderson-rodriguez.com,https://assetmanagement.com/insights,Page View,286,Direct,Google,28-08-2024
tina09@woodandsons.com,https://assetmanagement.com/products/etf,Product View,73,Referral,Google,23-08-2024
vgordon@bennett-sullivan.com,https://assetmanagement.com/products/esg,Product View,191,Email,Newsletter Campaign,05-07-2024
vmartinez@boydllc.com,https://assetmanagement.com/products/fixed-income,Product View,239,Direct,Twitter,28-10-2024
michaelhernandez@donaldsonandsons.com,https://assetmanagement.com/video/market-trends,Video View,90,Direct,Google,21-12-2024
ruizrichard@collinsllc.com,https://assetmanagement.com/contact-us,Form Submission,226,Paid,Twitter,07-06-2024
maciasoscar@lee-lyons.com,https://assetmanagement.com/about-us,Page View,159,Direct,Newsletter,20-10-2024
tammy97@reyesandsons.com,https://assetmanagement.com/products/real-estate,Product View,71,Organic,LinkedIn,28-11-2024
lcooper@johnson-wright.com,https://assetmanagement.com/insights/quarterly-report,Page View,223,Organic,Twitter,17-07-2024
josephleach@ryan-rivera.com,https://assetmanagement.com/products/etf,Product View,243,Paid,Google,17-12-2024
dconner@graves-chapman.com,https://assetmanagement.com/insights,Page View,224,Email,Newsletter Campaign,23-08-2024
austin15@riggssmithandjones.com,https://assetmanagement.com/products/etf,Product View,144,Paid,Newsletter,21-11-2024
afowler@nixongroup.com,https://assetmanagement.com/products/esg,Product View,145,Direct,Newsletter,24-07-2024
victoria57@parker-cox.com,https://assetmanagement.com/products/fixed-income,Product View,194,Paid,Newsletter,21-06-2024
craig06@smith-cole.com,https://assetmanagement.com/video/market-trends,Video View,258,Email,Newsletter Campaign,29-08-2024
emorris@moorejamesandgreen.com,https://assetmanagement.com/contact-us,Form Submission,90,Paid,Newsletter,07-07-2024
kayla73@mooreandsons.com,https://assetmanagement.com/about-us,Page View,63,Paid,Google,03-07-2024
rbrown@saunderskellyandweber.com,https://assetmanagement.com/products/real-estate,Product View,105,Organic,Google,16-06-2024
robert08@jonesevansandallen.com,https://assetmanagement.com/insights/quarterly-report,Page View,236,Email,Newsletter Campaign,12-10-2024
wdelacruz@hillandsons.com,https://assetmanagement.com/video/investment-strategies,Video View,43,Paid,Newsletter,14-12-2024
velezedward@dean-mcmillan.com,https://assetmanagement.com/insights,Page View,257,Referral,Twitter,07-06-2024
tammy97@reyesandsons.com,https://assetmanagement.com/products/etf,Product View,100,Referral,LinkedIn,15-07-2024
adamsmarie@hopkinsporterandjimenez.com,https://assetmanagement.com/products/esg,Product View,219,Referral,LinkedIn,12-06-2024
billy40@wright-parker.com,https://assetmanagement.com/products/fixed-income,Product View,55,Email,Newsletter Campaign,16-12-2024
sandy78@millerdiazandcontreras.com,https://assetmanagement.com/video/market-trends,Video View,287,Referral,Newsletter,03-07-2024
ykim@ingraminc.com,https://assetmanagement.com/contact-us,Form Submission,112,Email,Newsletter Campaign,28-11-2024
kreed@wrightmannandcook.com,https://assetmanagement.com/about-us,Page View,80,Organic,Google,26-09-2024
janet96@gibbsltd.com,https://assetmanagement.com/products/real-estate,Product View,181,Organic,Google,07-12-2024
taylor76@smithandsons.com,https://assetmanagement.com/insights/quarterly-report,Page View,240,Paid,Google,22-07-2024
ernestflores@ortiz-thomas.com,https://assetmanagement.com/video/investment-strategies,Video View,117,Email,Newsletter Campaign,26-10-2024
maciasoscar@lee-lyons.com,https://assetmanagement.com/insights,Page View,106,Direct,Google,09-09-2024
mccartyrichard@waltonwebsterandpatrick.com,https://assetmanagement.com/insights/quarterly-report,Page View,109,Paid,Google,14-12-2024
jessicaelliott@fitzpatrick-smith.com,https://assetmanagement.com/products/esg,Product View,245,Direct,Newsletter,16-10-2024
amy39@powellparkerandchavez.com,https://assetmanagement.com/insights,Page View,151,Direct,Newsletter,13-12-2024
eanderson@harringtonbanksandhill.com,https://assetmanagement.com/video/market-trends,Video View,179,Email,Newsletter Campaign,24-06-2024
bowerskimberly@harrellwongandwilliams.com,https://assetmanagement.com/contact-us,Form Submission,168,Direct,Google,31-10-2024
theresawang@browngroup.com,https://assetmanagement.com/about-us,Page View,87,Direct,Newsletter,14-12-2024
kreed@wrightmannandcook.com,https://assetmanagement.com/products/real-estate,Product View,272,Email,Newsletter Campaign,03-07-2024
amy39@powellparkerandchavez.com,https://assetmanagement.com/video/market-trends,Video View,251,Paid,LinkedIn,13-12-2024
emorris@moorejamesandgreen.com,https://assetmanagement.com/video/investment-strategies,Video View,225,Paid,Google,17-07-2024
robert08@jonesevansandallen.com,https://assetmanagement.com/insights,Page View,234,Email,Newsletter Campaign,17-10-2024
afowler@nixongroup.com,https://assetmanagement.com/products/etf,Product View,184,Paid,Newsletter,10-11-2024
jody98@webbpowellandtucker.com,https://assetmanagement.com/products/esg,Product View,231,Email,Newsletter Campaign,06-06-2024
colemandaniel@benjaminlyonsandsimon.com,https://assetmanagement.com/products/fixed-income,Product View,134,Paid,LinkedIn,14-12-2024
josephdavila@jackson-pope.com,https://assetmanagement.com/video/market-trends,Video View,233,Paid,LinkedIn,06-06-2024
ykim@ingraminc.com,https://assetmanagement.com/contact-us,Form Submission,249,Email,Newsletter Campaign,25-12-2024
stewartmegan@gamblellc.com,https://assetmanagement.com/about-us,Page View,169,Email,Newsletter Campaign,19-11-2024
llarsen@rowlandhernandezandarnold.com,https://assetmanagement.com/products/real-estate,Product View,149,Email,Newsletter Campaign,12-06-2024
reginaschmidt@hawkinsplc.com,https://assetmanagement.com/insights/quarterly-report,Page View,179,Referral,Google,01-11-2024
cheryl98@davisinc.com,https://assetmanagement.com/video/investment-strategies,Video View,235,Referral,Google,20-12-2024
elijahmorgan@tuckermyersandyang.com,https://assetmanagement.com/insights,Page View,254,Referral,Newsletter,07-07-2024
michaelbriggs@rogersgroup.com,https://assetmanagement.com/products/etf,Product View,48,Email,Newsletter Campaign,23-07-2024
coreyharrell@norris-brown.com,https://assetmanagement.com/products/esg,Product View,114,Direct,Newsletter,01-07-2024
jessicarobertson@rogers-castro.com,https://assetmanagement.com/products/etf,Product View,227,Direct,LinkedIn,11-12-2024
afowler@nixongroup.com,https://assetmanagement.com/video/market-trends,Video View,176,Direct,LinkedIn,04-08-2024
gilesnicole@gonzalezltd.com,https://assetmanagement.com/contact-us,Form Submission,192,Referral,Twitter,21-08-2024
jessicaelliott@fitzpatrick-smith.com,https://assetmanagement.com/about-us,Page View,248,Paid,Google,28-07-2024
kpeterson@fergusonmooreandwalker.com,https://assetmanagement.com/products/real-estate,Product View,175,Email,Newsletter Campaign,24-06-2024
oprice@olsenltd.com,https://assetmanagement.com/insights/quarterly-report,Page View,76,Paid,LinkedIn,20-11-2024
marc69@dickerson-krueger.com,https://assetmanagement.com/video/investment-strategies,Video View,202,Direct,LinkedIn,28-10-2024
tammy97@reyesandsons.com,https://assetmanagement.com/insights,Page View,45,Referral,LinkedIn,21-08-2024
alexandriavalencia@mendeztranandmiller.com,https://assetmanagement.com/products/etf,Product View,70,Organic,Twitter,31-08-2024
julie27@taylor-erickson.com,https://assetmanagement.com/products/esg,Product View,216,Paid,Newsletter,26-12-2024
lauren40@jameslynnandoneill.com,https://assetmanagement.com/products/fixed-income,Product View,231,Organic,Newsletter,26-09-2024
wdelacruz@hillandsons.com,https://assetmanagement.com/video/market-trends,Video View,60,Direct,Twitter,12-10-2024
kevingarcia@williamsllc.com,https://assetmanagement.com/contact-us,Form Submission,32,Direct,Twitter,05-10-2024
banderson@jordanltd.com,https://assetmanagement.com/about-us,Page View,255,Paid,Newsletter,16-12-2024
cheryl98@davisinc.com,https://assetmanagement.com/products/real-estate,Product View,275,Paid,Newsletter,21-08-2024
boltonkendra@kempmartinandwalker.com,https://assetmanagement.com/insights/quarterly-report,Page View,273,Email,Newsletter Campaign,21-09-2024
tina09@woodandsons.com,https://assetmanagement.com/video/investment-strategies,Video View,296,Paid,Google,12-06-2024
hhatfield@hillbatesandkelly.com,https://assetmanagement.com/insights,Page View,51,Direct,Newsletter,04-08-2024
brittneywashington@osborne-howard.com,https://assetmanagement.com/products/etf,Product View,51,Direct,Newsletter,26-06-2024
llarsen@rowlandhernandezandarnold.com,https://assetmanagement.com/products/esg,Product View,239,Organic,Twitter,26-07-2024
mathismisty@carsonandsons.com,https://assetmanagement.com/products/fixed-income,Product View,232,Direct,LinkedIn,07-11-2024
rhurst@larsongroup.com,https://assetmanagement.com/video/market-trends,Video View,238,Organic,Newsletter,11-11-2024
barajasbenjamin@donaldsonmartinandbarton.com,https://assetmanagement.com/contact-us,Form Submission,92,Direct,Newsletter,02-10-2024
vcharles@guzman-cook.com,https://assetmanagement.com/about-us,Page View,103,Paid,Google,14-10-2024
earl91@anderson-watson.com,https://assetmanagement.com/products/real-estate,Product View,290,Direct,Newsletter,26-10-2024
julie76@wood-frey.com,https://assetmanagement.com/insights/quarterly-report,Page View,230,Paid,Google,17-11-2024
ashley99@wolfskinnerandbarrera.com,https://assetmanagement.com/video/investment-strategies,Video View,119,Email,Newsletter Campaign,22-09-2024
morrispamela@lee-anderson.com,https://assetmanagement.com/insights,Page View,256,Email,Newsletter Campaign,17-11-2024
